id_text	accession_no	accounting_period	acquisition_history	alternative_years	ark_number	atf_source	atf_up	author	author_remarks	cdli_collation	cdli_comments	citation	collection	composite_id	condition_description	date_entered	date_of_origin	date_remarks	date_updated	dates_referenced	db_source	designation	dumb	dumb2	electronic_publication	elevation	excavation_no	external_id	findspot_remarks	findspot_square	genre	google_earth_collection	google_earth_provenience	height	id	id_text2	id_text_int	join_information	language	lineart_up	material	museum_no	object_preservation	object_type	period	period_remarks	photo_up	primary_publication	provenience	provenience_remarks	publication_date	publication_history	published_collation	seal_id	seal_information	stratigraphic_level	subgenre	subgenre_remarks	surface_preservation	text_remarks	thickness	translation_source	width	object_remarks
P475390						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008650 (physical)									Administrative				306713	0	475390				stone	BM 116720		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008650 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07a		S008650			physical cylinder seal					no translation		physical	
P475391						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008651 (physical)									Administrative				306714	0	475391				stone	BM 128862		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008651 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07b		S008651			physical cylinder seal					no translation		physical	
P475392						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008652 (physical)									Administrative				306715	0	475392				stone	BM 089899		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008652 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07c		S008652			physical cylinder seal					no translation		physical	
P475393						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008653 (physical)									Administrative				306716	0	475393				stone	BM 127388		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008653 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07d		S008653			physical cylinder seal					no translation		physical	
P475394						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008654 (physical)									Administrative				306717	0	475394				stone	BM 119306		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008654 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07e		S008654			physical cylinder seal					no translation		physical	
P475395						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008655 (physical)									Administrative				306718	0	475395				stone	BM 119305		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008655 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 07f		S008655			physical cylinder seal					no translation		physical	
P475396						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008656 (physical)									Administrative				306719	0	475396				stone	BM 089843		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008656 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08a		S008656			physical cylinder seal					no translation		physical	
P475397						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008657 (physical)									Administrative				306720	0	475397				stone	BM 119313		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008657 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08b		S008657			physical cylinder seal					no translation		physical	
P475398						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008658 (physical)									Administrative				306721	0	475398				stone	BM 128840		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008658 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08c		S008658			physical cylinder seal					no translation		physical	
P475399						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008659 (physical)									Administrative				306722	0	475399				stone	BM 119307		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008659 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08d		S008659			physical cylinder seal					no translation		physical	
P475400						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008660 (physical)									Administrative				306723	0	475400				stone	BM 116718		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008660 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08e		S008660			physical cylinder seal					no translation		physical	
P475401						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008661 (physical)									Administrative				306724	0	475401				stone	BM 119309		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008661 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 08f		S008661			physical cylinder seal					no translation		physical	
P475402						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008662 (physical)									Administrative				306725	0	475402				stone	BM 089512		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008662 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09a		S008662			physical cylinder seal					no translation		physical	
P475403						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008663 (physical)									Administrative				306726	0	475403				stone	BM 123350		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008663 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09b		S008663			physical cylinder seal					no translation		physical	
P475404						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008664 (physical)									Administrative				306727	0	475404				stone	BM 123353		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008664 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09c		S008664			physical cylinder seal					no translation		physical	
P475405						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008665 (physical)									Administrative				306728	0	475405				stone	BM 123345		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008665 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09d		S008665			physical cylinder seal					no translation		physical	
P475406						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008666 (physical)									Administrative				306729	0	475406				stone	BM 116797		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008666 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09e		S008666			physical cylinder seal					no translation		physical	
P475407						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008667 (physical)									Administrative				306730	0	475407				stone	BM 120570		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008667 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09f		S008667			physical cylinder seal					no translation		physical	
P475408						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008668 (physical)									Administrative				306731	0	475408				stone	BM 122551		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008668 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09g		S008668			physical cylinder seal					no translation		physical	
P475409						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008669 (physical)									Administrative				306732	0	475409				stone	BM 130621		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008669 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09h		S008669			physical cylinder seal					no translation		physical	
P475410						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008670 (physical)									Administrative				306733	0	475410				stone	BM 119304		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008670 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09i		S008670			physical cylinder seal					no translation		physical	
P475411						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008671 (physical)									Administrative				306734	0	475411				stone	BM 119202		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008671 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09j		S008671			physical cylinder seal					no translation		physical	
P475412						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008672 (physical)									Administrative				306735	0	475412				stone	BM 120537		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008672 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 09k		S008672			physical cylinder seal					no translation		physical	
P475413						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008673 (physical)									Administrative				306736	0	475413				stone	BM 119301		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008673 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10a		S008673			physical cylinder seal					no translation		physical	
P475414						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008674 (physical)									Administrative				306737	0	475414				stone	BM 122540		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008674 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10b		S008674			physical cylinder seal					no translation		physical	
P475415						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008675 (physical)									Administrative				306738	0	475415				stone	BM 119314		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008675 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10c		S008675			physical cylinder seal					no translation		physical	
P475416						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008676 (physical)									Administrative				306739	0	475416				stone	BM 119299		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008676 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10d		S008676			physical cylinder seal					no translation		physical	
P475417						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008677 (physical)									Administrative				306740	0	475417				stone	BM 126316		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008677 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10e		S008677			physical cylinder seal					no translation		physical	
P475418						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008678 (physical)									Administrative				306741	0	475418				stone	BM 119318		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008678 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10f		S008678			physical cylinder seal					no translation		physical	
P475419						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008679 (physical)									Administrative				306742	0	475419				stone	BM 122831		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008679 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10g		S008679			physical cylinder seal					no translation		physical	
P475420						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008680 (physical)									Administrative				306743	0	475420				stone	BM 119316		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008680 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10h		S008680			physical cylinder seal					no translation		physical	
P475421						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008681 (physical)									Administrative				306744	0	475421				stone	BM 119317		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008681 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10i		S008681			physical cylinder seal					no translation		physical	
P475422						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008682 (physical)									Administrative				306745	0	475422				stone	BM 119315		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008682 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10j		S008682			physical cylinder seal					no translation		physical	
P475423						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008683 (physical)									Administrative				306746	0	475423				stone	BM 119300		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008683 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10k		S008683			physical cylinder seal					no translation		physical	
P475424						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008684 (physical)									Administrative				306747	0	475424				stone	BM 128841		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008684 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10l		S008684			physical cylinder seal					no translation		physical	
P475425						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008685 (physical)									Administrative				306748	0	475425				stone	BM 123572		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008685 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 10m		S008685			physical cylinder seal					no translation		physical	
P475426						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008686 (physical)									Administrative				306749	0	475426				stone	BM 126323		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008686 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 11a		S008686			physical cylinder seal					no translation		physical	
P475427						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008687 (physical)									Administrative				306750	0	475427				stone	BM 123200		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008687 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 11b		S008687			physical cylinder seal					no translation		physical	
P475428						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008688 (physical)									Administrative				306751	0	475428				stone	BM 128558		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008688 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 11c		S008688			physical cylinder seal					no translation		physical	
P475429						no linguistic content		CDLI					British Museum, London, UK						10/21/2018		20150127 wagensonner	CDLI Seals 008689 (physical)									Administrative				306752	0	475429				stone	BM 130622		seal (not impression)	Uruk III (ca. 3200-3000 BC)			CDLI Seals 008689 (physical)	uncertain (mod. uncertain)		2012ff.	Wiseman, WAS I (1962) Plate 11d		S008689			physical cylinder seal					no translation		physical	
